"year","month","day","weight","flag","station","co2"
2001,08,11,7,0,MLO,369.50
2001,08,18,6,0,MLO,369.30
2001,08,25,7,0,MLO,369.00
2001,09,01,6,0,MLO,368.40
2001,09,08,7,0,MLO,368.20
2001,09,15,7,0,MLO,368.00
2001,09,22,7,0,MLO,367.40
2001,09,29,7,0,MLO,367.40
2001,10,06,7,0,MLO,367.80
2001,10,13,7,0,MLO,367.60
2001,10,20,7,0,MLO,368.10
2001,10,27,6,0,MLO,368.70
2001,11,03,7,0,MLO,368.70
2001,11,10,3,0,MLO,368.80
2001,11,17,7,0,MLO,369.70
2001,11,24,7,0,MLO,370.30
2001,12,01,7,0,MLO,370.30
2001,12,08,7,0,MLO,370.80
2001,12,15,7,0,MLO,371.20
2001,12,22,6,0,MLO,371.30
2001,12,29,6,0,MLO,371.50
